-0.120000,0.320140,0.275610,90.000000,-68.198563,-90.000015,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.314140,0.275610,-90.000000,-78.400703,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.150000,0.329140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.344140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.150000,0.359140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.374140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.150000,0.389140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.404140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.150000,0.419140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.434140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.150000,0.449140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.464140,0.275610,-90.000000,78.400726,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.120000,0.458140,0.275610,90.000015,68.198563,-90.000015,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
